student_id,fee_balance,financial_aid_status,financial_id,last_updated,last_payment_date,days_overdue
100323,3739.88,On Financial Aid,324,2025-11-20T14:39:33.735778,2025-11-07,0
100324,2973.23,On Financial Aid,325,2025-11-20T14:39:33.735778,2025-10-04,0
100325,3297.95,No Financial Aid,326,2025-11-20T14:39:33.735778,2025-09-15,0
100326,2355.5,On Financial Aid,327,2025-11-20T14:39:33.735778,2025-10-15,0
100327,1945.61,On Financial Aid,328,2025-11-20T14:39:33.735778,2025-10-06,0
100328,1560.04,No Financial Aid,329,2025-11-20T14:39:33.735778,2025-11-09,0
100329,7351.39,No Financial Aid,330,2025-11-20T14:39:33.735778,2025-09-03,0
100330,3096.06,No Financial Aid,331,2025-11-20T14:39:33.735778,2025-04-16,218
100331,2634.81,No Financial Aid,332,2025-11-20T14:39:33.735778,2025-10-08,0
100332,3105.81,No Financial Aid,333,2025-11-20T14:39:33.735778,2025-01-29,295
100333,3071.8,On Financial Aid,334,2025-11-20T14:39:33.735778,2025-09-21,0
100334,1453.4,On Financial Aid,335,2025-11-20T14:39:33.735778,2025-10-26,0
100335,2711.6,On Financial Aid,336,2025-11-20T14:39:33.735778,2025-10-20,0
100336,2850.49,On Financial Aid,337,2025-11-20T14:39:33.735778,2025-10-22,0
100337,2368.35,No Financial Aid,338,2025-11-20T14:39:33.735778,2025-10-26,0
100338,2744.17,On Financial Aid,339,2025-11-20T14:39:33.735778,2025-10-24,0
100339,3420.99,On Financial Aid,340,2025-11-20T14:39:33.735778,2025-11-19,0
100340,2286.67,No Financial Aid,341,2025-11-20T14:39:33.735778,2025-10-18,0
100341,2105.27,On Financial Aid,342,2025-11-20T14:39:33.735778,2025-10-08,0
100342,2390.74,No Financial Aid,343,2025-11-20T14:39:33.735778,2025-10-17,0
100343,4617.27,No Financial Aid,344,2025-11-20T14:39:33.735778,2025-11-06,0
100344,1319.89,No Financial Aid,345,2025-11-20T14:39:33.735778,2025-10-29,0
100345,2307.49,On Financial Aid,346,2025-11-20T14:39:33.735778,2025-11-08,0
100346,2868.68,On Financial Aid,347,2025-11-20T14:39:33.735778,2025-08-26,0
100347,4355.16,On Financial Aid,348,2025-11-20T14:39:33.735778,2025-10-18,0
100348,1414.82,No Financial Aid,349,2025-11-20T14:39:33.735778,2025-09-26,0
100349,3239.55,No Financial Aid,350,2025-11-20T14:39:33.735778,2025-02-02,291
100350,3235.75,On Financial Aid,351,2025-11-20T14:39:33.735778,2025-10-19,0
100351,3536.43,No Financial Aid,352,2025-11-20T14:39:33.735778,2025-09-16,0
100352,1832.99,No Financial Aid,353,2025-11-20T14:39:33.735778,2025-10-03,0
100353,4172.61,No Financial Aid,354,2025-11-20T14:39:33.735778,2025-10-23,0
100354,4587.15,No Financial Aid,355,2025-11-20T14:39:33.735778,2025-09-24,0
100355,1371.18,No Financial Aid,356,2025-11-20T14:39:33.735778,2025-10-08,0
100356,1589.56,No Financial Aid,357,2025-11-20T14:39:33.735778,2025-10-23,0
100357,4727.81,No Financial Aid,358,2025-11-20T14:39:33.735778,2025-11-15,0
100358,2578.69,On Financial Aid,359,2025-11-20T14:39:33.735778,2025-11-04,0
100359,3360.51,No Financial Aid,360,2025-11-20T14:39:33.735778,2025-08-27,0
100360,2735.05,On Financial Aid,361,2025-11-20T14:39:33.735778,2025-11-18,0
100361,7241.5,No Financial Aid,362,2025-11-20T14:39:33.735778,2025-08-27,0
100362,2427.91,No Financial Aid,363,2025-11-20T14:39:33.735778,2025-02-05,288
100363,3699.97,No Financial Aid,364,2025-11-20T14:39:33.735778,2025-11-03,0
100364,1768.76,No Financial Aid,365,2025-11-20T14:39:33.735778,2025-10-17,0
100365,3366.72,No Financial Aid,366,2025-11-20T14:39:33.735778,2025-08-29,0
100366,2822.74,On Financial Aid,367,2025-11-20T14:39:33.735778,2025-11-06,0
100367,2849.46,No Financial Aid,368,2025-11-20T14:39:33.735778,2025-11-16,0
100368,2622.64,On Financial Aid,369,2025-11-20T14:39:33.735778,2025-10-04,0
100369,2887.45,No Financial Aid,370,2025-11-20T14:39:33.735778,2025-11-03,0
100370,4177.96,On Financial Aid,371,2025-11-20T14:39:33.735778,2025-01-12,312
100371,1641.56,On Financial Aid,372,2025-11-20T14:39:33.735778,2025-08-26,0
100372,2755.44,On Financial Aid,373,2025-11-20T14:39:33.735778,2025-11-16,0
100373,3115.96,On Financial Aid,374,2025-11-20T14:39:33.735778,2025-08-30,0
100374,3735.13,No Financial Aid,375,2025-11-20T14:39:33.735778,2025-10-19,0
100375,1643.53,No Financial Aid,376,2025-11-20T14:39:33.735778,2025-02-18,275
100376,6560.66,No Financial Aid,377,2025-11-20T14:39:33.735778,2024-12-22,333
100377,2936.79,No Financial Aid,378,2025-11-20T14:39:33.735778,2025-09-10,0
100378,5935.32,No Financial Aid,379,2025-11-20T14:39:33.735778,2025-09-04,0
100379,1894.92,No Financial Aid,380,2025-11-20T14:39:33.735778,2025-09-07,0
100380,1972.22,On Financial Aid,381,2025-11-20T14:39:33.735778,2025-08-30,0
100381,2663.76,No Financial Aid,382,2025-11-20T14:39:33.735778,2025-10-22,0
100382,2937.18,No Financial Aid,383,2025-11-20T14:39:33.735778,2025-09-29,0
100383,2442.47,No Financial Aid,384,2025-11-20T14:39:33.735778,2025-10-15,0
100384,2155.54,No Financial Aid,385,2025-11-20T14:39:33.735778,2025-11-05,0
100385,4031.16,No Financial Aid,386,2025-11-20T14:39:33.735778,2025-11-03,0
100386,3337.45,No Financial Aid,387,2025-11-20T14:39:33.735778,2025-10-04,0
100387,1405.1,No Financial Aid,388,2025-11-20T14:39:33.735778,2025-11-13,0
100388,2583.58,On Financial Aid,389,2025-11-20T14:39:33.735778,2025-03-23,242
100389,2497.68,No Financial Aid,390,2025-11-20T14:39:33.735778,2025-10-09,0
100390,2705.86,No Financial Aid,391,2025-11-20T14:39:33.735778,2025-09-22,0
100391,4378.2,On Financial Aid,392,2025-11-20T14:39:33.735778,2025-09-25,0
100392,3008.6,On Financial Aid,393,2025-11-20T14:39:33.735778,2025-10-02,0
100393,1622.64,No Financial Aid,394,2025-11-20T14:39:33.735778,2025-08-25,0
100394,4216.87,No Financial Aid,395,2025-11-20T14:39:33.735778,2025-10-16,0
100395,3374.29,No Financial Aid,396,2025-11-20T14:39:33.735778,2025-09-22,0
100396,3902.72,On Financial Aid,397,2025-11-20T14:39:33.735778,2025-11-12,0
100397,2270.38,On Financial Aid,398,2025-11-20T14:39:33.735778,2025-11-12,0
100398,2840.61,No Financial Aid,399,2025-11-20T14:39:33.735778,2025-09-02,0
100399,5074.28,No Financial Aid,400,2025-11-20T14:39:33.735778,2025-10-23,0
100400,3000.81,No Financial Aid,401,2025-11-20T14:39:33.735778,2025-09-10,0
100401,6311.5,No Financial Aid,402,2025-11-20T14:39:33.735778,2025-09-08,0
100402,1865.07,On Financial Aid,403,2025-11-20T14:39:33.735778,2025-10-18,0
100403,1052.27,No Financial Aid,404,2025-11-20T14:39:33.735778,2025-10-04,0
100404,1476.74,No Financial Aid,405,2025-11-20T14:39:33.735778,2025-09-22,0
100405,1493.53,No Financial Aid,406,2025-11-20T14:39:33.735778,2025-09-13,0
100406,2139.94,On Financial Aid,407,2025-11-20T14:39:33.735778,2025-10-04,0
100407,2555.19,No Financial Aid,408,2025-11-20T14:39:33.735778,2025-10-20,0
100408,4398.91,On Financial Aid,409,2025-11-20T14:39:33.735778,2025-10-04,0
100409,4120.88,No Financial Aid,410,2025-11-20T14:39:33.735778,2025-10-20,0
100410,3978.2,No Financial Aid,411,2025-11-20T14:39:33.735778,2025-10-16,0
100411,3724.84,On Financial Aid,412,2025-11-20T14:39:33.735778,2025-09-22,0
100412,5527.94,No Financial Aid,413,2025-11-20T14:39:33.735778,2025-09-28,0
100413,3117.93,No Financial Aid,414,2025-11-20T14:39:33.735778,2024-12-13,342
100414,6416.92,No Financial Aid,415,2025-11-20T14:39:33.735778,2025-08-25,0
100415,3794.8,No Financial Aid,416,2025-11-20T14:39:33.735778,2025-10-08,0
100416,2582.98,No Financial Aid,417,2025-11-20T14:39:33.735778,2025-11-07,0
100417,2167.14,No Financial Aid,418,2025-11-20T14:39:33.735778,2025-09-23,0
100418,1685.93,No Financial Aid,419,2025-11-20T14:39:33.735778,2025-10-23,0
100419,1985.29,No Financial Aid,420,2025-11-20T14:39:33.735778,2025-10-16,0
100420,2708.55,No Financial Aid,421,2025-11-20T14:39:33.735778,2025-09-13,0
100421,2905.28,No Financial Aid,422,2025-11-20T14:39:33.735778,2025-11-16,0
100422,2395.44,No Financial Aid,423,2025-11-20T14:39:33.735778,2025-10-22,0
100423,1440.39,No Financial Aid,424,2025-11-20T14:39:33.735778,2025-10-06,0
100424,3291.37,On Financial Aid,425,2025-11-20T14:39:33.735778,2025-01-11,313
100425,1492.87,No Financial Aid,426,2025-11-20T14:39:33.735778,2025-09-19,0
100426,2771.02,No Financial Aid,427,2025-11-20T14:39:33.735778,2025-09-20,0
100427,1274.55,No Financial Aid,428,2025-11-20T14:39:33.735778,2025-01-22,302
100428,2567.25,No Financial Aid,429,2025-11-20T14:39:33.735778,2025-10-19,0
100429,3350.86,No Financial Aid,430,2025-11-20T14:39:33.735778,2025-09-19,0
100430,2700.53,No Financial Aid,431,2025-11-20T14:39:33.735778,2025-10-01,0
100431,3058.76,No Financial Aid,432,2025-11-20T14:39:33.735778,2025-08-24,0
100432,2366.45,No Financial Aid,433,2025-11-20T14:39:33.735778,2025-09-05,0
100433,1548.23,No Financial Aid,434,2025-11-20T14:39:33.735778,2025-11-02,0
100434,3042.95,No Financial Aid,435,2025-11-20T14:39:33.735778,2025-10-26,0
100435,725.33,No Financial Aid,436,2025-11-20T14:39:33.735778,2025-11-09,0
100436,2380.06,On Financial Aid,437,2025-11-20T14:39:33.735778,2025-11-09,0
100437,1846.85,No Financial Aid,438,2025-11-20T14:39:33.735778,2025-11-14,0
100438,4926.76,On Financial Aid,439,2025-11-20T14:39:33.735778,2025-04-02,232
100439,1576.94,No Financial Aid,440,2025-11-20T14:39:33.735778,2025-09-18,0
100440,3851.83,No Financial Aid,441,2025-11-20T14:39:33.735778,2025-10-20,0
100441,3070.02,On Financial Aid,442,2025-11-20T14:39:33.735778,2025-03-31,234
100442,4704.84,No Financial Aid,443,2025-11-20T14:39:33.735778,2025-10-18,0
100443,3361.99,No Financial Aid,444,2025-11-20T14:39:33.735778,2025-10-20,0
100444,2552.97,No Financial Aid,445,2025-11-20T14:39:33.735778,2025-09-05,0
100445,2994.0,No Financial Aid,446,2025-11-20T14:39:33.735778,2025-11-07,0
100446,1686.33,On Financial Aid,447,2025-11-20T14:39:33.735778,2025-10-14,0
100447,5754.23,On Financial Aid,448,2025-11-20T14:39:33.735778,2025-10-21,0
100448,2938.49,On Financial Aid,449,2025-11-20T14:39:33.735778,2025-08-22,0
100449,3391.23,No Financial Aid,450,2025-11-20T14:39:33.735778,2025-09-15,0
100450,2507.65,On Financial Aid,451,2025-11-20T14:39:33.735778,2025-04-13,221
100451,5860.6,No Financial Aid,452,2025-11-20T14:39:33.735778,2025-10-08,0
100452,1004.34,On Financial Aid,453,2025-11-20T14:39:33.735778,2025-09-14,0
100453,3237.41,No Financial Aid,454,2025-11-20T14:39:33.735778,2025-10-23,0
100454,3606.18,On Financial Aid,455,2025-11-20T14:39:33.735778,2025-09-26,0
100455,3008.49,No Financial Aid,456,2025-11-20T14:39:33.735778,2025-09-24,0
100456,2692.46,No Financial Aid,457,2025-11-20T14:39:33.735778,2025-09-16,0
100457,1896.28,On Financial Aid,458,2025-11-20T14:39:33.735778,2025-10-04,0
100458,4737.71,No Financial Aid,459,2025-11-20T14:39:33.735778,2025-10-25,0
100459,3283.86,No Financial Aid,460,2025-11-20T14:39:33.735778,2025-10-11,0
100460,2637.48,On Financial Aid,461,2025-11-20T14:39:33.735778,2025-11-03,0
100461,1776.8,No Financial Aid,462,2025-11-20T14:39:33.735778,2025-11-14,0
100462,4041.65,No Financial Aid,463,2025-11-20T14:39:33.735778,2025-10-15,0
100463,1532.7,No Financial Aid,464,2025-11-20T14:39:33.735778,2025-11-06,0
100464,6911.11,No Financial Aid,465,2025-11-20T14:39:33.735778,2025-11-04,0
100465,6926.05,No Financial Aid,466,2025-11-20T14:39:33.735778,2025-10-09,0
100466,2828.63,No Financial Aid,467,2025-11-20T14:39:33.735778,2025-09-11,0
100467,2735.43,No Financial Aid,468,2025-11-20T14:39:33.735778,2025-10-28,0
100468,1951.2,No Financial Aid,469,2025-11-20T14:39:33.735778,2025-10-17,0
100469,3973.95,On Financial Aid,470,2025-11-20T14:39:33.735778,2025-10-12,0
100470,3029.76,No Financial Aid,471,2025-11-20T14:39:33.735778,2025-09-17,0
100471,1933.41,No Financial Aid,472,2025-11-20T14:39:33.735778,2025-08-28,0
100472,3939.43,No Financial Aid,473,2025-11-20T14:39:33.735778,2025-10-03,0
100473,2915.75,On Financial Aid,474,2025-11-20T14:39:33.735778,2025-09-08,0
100474,1829.92,On Financial Aid,475,2025-11-20T14:39:33.735778,2025-10-16,0
100475,2359.71,No Financial Aid,476,2025-11-20T14:39:33.735778,2025-11-01,0
100476,6167.91,No Financial Aid,477,2025-11-20T14:39:33.735778,2025-10-12,0
100477,2054.53,On Financial Aid,478,2025-11-20T14:39:33.735778,2025-11-12,0
100478,2197.99,No Financial Aid,479,2025-11-20T14:39:33.735778,2025-08-30,0
100479,3929.21,No Financial Aid,480,2025-11-20T14:39:33.735778,2025-09-18,0
100480,3797.79,No Financial Aid,481,2025-11-20T14:39:33.735778,2025-11-17,0
100481,2893.85,On Financial Aid,482,2025-11-20T14:39:33.735778,2025-09-10,0
100482,3544.13,No Financial Aid,483,2025-11-20T14:39:33.735778,2025-09-24,0
100483,3891.59,On Financial Aid,484,2025-11-20T14:39:33.735778,2025-09-27,0
100484,2758.49,On Financial Aid,485,2025-11-20T14:39:33.735778,2025-11-03,0
100485,5178.16,On Financial Aid,486,2025-11-20T14:39:33.735778,2025-10-11,0
100486,2760.63,No Financial Aid,487,2025-11-20T14:39:33.735778,2025-09-01,0
100487,1912.44,No Financial Aid,488,2025-11-20T14:39:33.735778,2025-09-23,0
100488,2775.0,No Financial Aid,489,2025-11-20T14:39:33.735778,2025-10-12,0
100489,2174.63,On Financial Aid,490,2025-11-20T14:39:33.735778,2025-09-22,0
100490,4926.21,No Financial Aid,491,2025-11-20T14:39:33.735778,2025-03-21,244
100491,2760.46,No Financial Aid,492,2025-11-20T14:39:33.735778,2025-01-15,309
100492,2179.84,On Financial Aid,493,2025-11-20T14:39:33.735778,2025-11-14,0
100493,1996.19,No Financial Aid,494,2025-11-20T14:39:33.735778,2025-08-26,0
100494,2438.25,On Financial Aid,495,2025-11-20T14:39:33.735778,2025-11-18,0
100495,4231.43,On Financial Aid,496,2025-11-20T14:39:33.735778,2025-09-11,0
100496,4138.79,No Financial Aid,497,2025-11-20T14:39:33.735778,2025-11-09,0
100497,2416.98,No Financial Aid,498,2025-11-20T14:39:33.735778,2025-08-22,0
100498,1614.23,On Financial Aid,499,2025-11-20T14:39:33.735778,2025-11-03,0
100499,2278.71,No Financial Aid,500,2025-11-20T14:39:33.735778,2025-09-27,0
100500,4645.09,On Financial Aid,501,2025-11-20T14:39:33.735778,2025-10-31,0
100501,5451.66,On Financial Aid,502,2025-11-20T14:39:33.735778,2025-11-01,0
100502,4901.88,No Financial Aid,503,2025-11-20T14:39:33.735778,2025-09-30,0
100503,1400.5,No Financial Aid,504,2025-11-20T14:39:33.735778,2025-10-28,0
100504,2432.04,On Financial Aid,505,2025-11-20T14:39:33.735778,2025-09-22,0
100505,1308.58,No Financial Aid,506,2025-11-20T14:39:33.735778,2025-09-26,0
100506,3933.68,No Financial Aid,507,2025-11-20T14:39:33.735778,2025-10-09,0
100507,6863.08,On Financial Aid,508,2025-11-20T14:39:33.735778,2025-10-02,0
100508,2139.03,No Financial Aid,509,2025-11-20T14:39:33.735778,2025-10-22,0
100509,4175.45,On Financial Aid,510,2025-11-20T14:39:33.735778,2025-09-16,0
100510,6071.49,No Financial Aid,511,2025-11-20T14:39:33.735778,2025-08-23,0
100511,1850.61,On Financial Aid,512,2025-11-20T14:39:33.735778,2025-10-19,0
100512,2658.51,No Financial Aid,513,2025-11-20T14:39:33.735778,2025-09-14,0
100513,5055.77,No Financial Aid,514,2025-11-20T14:39:33.735778,2025-10-28,0
100514,2983.91,On Financial Aid,515,2025-11-20T14:39:33.735778,2025-08-30,0
100515,2572.06,On Financial Aid,516,2025-11-20T14:39:33.735778,2025-09-21,0
100516,3000.43,On Financial Aid,517,2025-11-20T14:39:33.735778,2025-11-12,0
100517,2556.67,No Financial Aid,518,2025-11-20T14:39:33.735778,2025-09-18,0
100518,3795.31,On Financial Aid,519,2025-11-20T14:39:33.735778,2025-09-20,0
100519,2002.93,On Financial Aid,520,2025-11-20T14:39:33.735778,2025-09-02,0
100520,5405.92,On Financial Aid,521,2025-11-20T14:39:33.735778,2025-09-28,0
100521,4703.81,No Financial Aid,522,2025-11-20T14:39:33.735778,2025-09-21,0
100522,4693.51,No Financial Aid,523,2025-11-20T14:39:33.735778,2025-08-29,0
100523,1061.7,On Financial Aid,524,2025-11-20T14:39:33.735778,2025-10-23,0
100524,3826.58,No Financial Aid,525,2025-11-20T14:39:33.735778,2025-09-18,0
100525,1615.23,On Financial Aid,526,2025-11-20T14:39:33.735778,2025-10-16,0
100526,2190.59,On Financial Aid,527,2025-11-20T14:39:33.735778,2025-10-12,0
100527,2570.07,On Financial Aid,528,2025-11-20T14:39:33.735778,2025-10-17,0
100528,4305.74,No Financial Aid,529,2025-11-20T14:39:33.735778,2025-09-02,0
100529,4142.9,On Financial Aid,530,2025-11-20T14:39:33.735778,2025-01-15,309
100530,2011.72,No Financial Aid,531,2025-11-20T14:39:33.735778,2024-12-09,346
100531,6262.6,On Financial Aid,532,2025-11-20T14:39:33.735778,2025-10-14,0
100532,1393.34,No Financial Aid,533,2025-11-20T14:39:33.735778,2025-09-11,0
100533,3171.71,No Financial Aid,534,2025-11-20T14:39:33.735778,2025-11-16,0
100534,4983.37,On Financial Aid,535,2025-11-20T14:39:33.735778,2025-04-23,211
100535,2186.48,On Financial Aid,536,2025-11-20T14:39:33.735778,2025-10-13,0
100536,1748.1,On Financial Aid,537,2025-11-20T14:39:33.735778,2025-10-15,0
100537,2894.69,No Financial Aid,538,2025-11-20T14:39:33.735778,2025-11-13,0
100538,3575.97,No Financial Aid,539,2025-11-20T14:39:33.735778,2025-09-20,0
100539,3556.18,No Financial Aid,540,2025-11-20T14:39:33.735778,2025-10-05,0
100540,3788.8,No Financial Aid,541,2025-11-20T14:39:33.735778,2025-11-16,0
100541,3085.94,No Financial Aid,542,2025-11-20T14:39:33.735778,2025-10-10,0
100542,4878.92,No Financial Aid,543,2025-11-20T14:39:33.735778,2025-09-24,0
100543,1963.69,On Financial Aid,544,2025-11-20T14:39:33.735778,2025-11-19,0
100544,3766.84,No Financial Aid,545,2025-11-20T14:39:33.735778,2025-11-13,0
100545,2607.69,On Financial Aid,546,2025-11-20T14:39:33.735778,2025-09-16,0
100546,2074.81,No Financial Aid,547,2025-11-20T14:39:33.735778,2024-12-25,330
100547,3130.25,No Financial Aid,548,2025-11-20T14:39:33.735778,2025-08-29,0
100548,1643.25,On Financial Aid,549,2025-11-20T14:39:33.735778,2025-10-29,0
100549,4642.97,On Financial Aid,550,2025-11-20T14:39:33.735778,2025-09-07,0
100550,2686.35,On Financial Aid,551,2025-11-20T14:39:33.735778,2025-08-29,0
100551,3943.6,No Financial Aid,552,2025-11-20T14:39:33.735778,2025-09-18,0
100552,1510.11,No Financial Aid,553,2025-11-20T14:39:33.735778,2025-08-25,0
100553,2842.44,On Financial Aid,554,2025-11-20T14:39:33.735778,2025-08-24,0
100554,3361.66,On Financial Aid,555,2025-11-20T14:39:33.735778,2025-09-02,0
100555,3842.31,On Financial Aid,556,2025-11-20T14:39:33.735778,2025-09-19,0
100556,2375.9,No Financial Aid,557,2025-11-20T14:39:33.735778,2025-09-05,0
100557,2020.3,On Financial Aid,558,2025-11-20T14:39:33.735778,2025-04-28,206
100558,3910.9,On Financial Aid,559,2025-11-20T14:39:33.735778,2025-09-24,0
100559,2394.46,No Financial Aid,560,2025-11-20T14:39:33.735778,2025-09-26,0
100560,3506.02,On Financial Aid,561,2025-11-20T14:39:33.735778,2024-12-21,334
100561,1972.42,On Financial Aid,562,2025-11-20T14:39:33.735778,2025-09-20,0
100562,4408.85,On Financial Aid,563,2025-11-20T14:39:33.735778,2025-09-06,0
100563,3805.46,On Financial Aid,564,2025-11-20T14:39:33.735778,2025-10-22,0
100564,3887.67,No Financial Aid,565,2025-11-20T14:39:33.735778,2025-11-14,0
100565,3806.61,On Financial Aid,566,2025-11-20T14:39:33.735778,2025-10-08,0
100566,2764.22,On Financial Aid,567,2025-11-20T14:39:33.735778,2025-09-27,0
100567,2361.98,No Financial Aid,568,2025-11-20T14:39:33.735778,2025-09-06,0
100568,3087.97,On Financial Aid,569,2025-11-20T14:39:33.735778,2025-11-07,0
100569,2951.46,On Financial Aid,570,2025-11-20T14:39:33.735778,2025-09-05,0
100570,4120.74,On Financial Aid,571,2025-11-20T14:39:33.735778,2025-10-04,0
100571,2287.4,On Financial Aid,572,2025-11-20T14:39:33.735778,2025-11-06,0
100572,4637.05,On Financial Aid,573,2025-11-20T14:39:33.735778,2025-10-09,0
100573,3104.92,On Financial Aid,574,2025-11-20T14:39:33.735778,2025-11-06,0
100574,3456.21,No Financial Aid,575,2025-11-20T14:39:33.735778,2025-11-10,0
100575,2214.54,On Financial Aid,576,2025-11-20T14:39:33.735778,2025-10-31,0
100576,4082.03,No Financial Aid,577,2025-11-20T14:39:33.735778,2025-11-05,0
100577,5276.95,No Financial Aid,578,2025-11-20T14:39:33.735778,2025-10-30,0
100578,4509.2,No Financial Aid,579,2025-11-20T14:39:33.735778,2025-11-17,0
100579,2988.6,On Financial Aid,580,2025-11-20T14:39:33.735778,2025-09-06,0
100580,4097.47,On Financial Aid,581,2025-11-20T14:39:33.735778,2025-11-08,0
100581,5462.58,No Financial Aid,582,2025-11-20T14:39:33.735778,2025-09-22,0
100582,3916.12,On Financial Aid,583,2025-11-20T14:39:33.735778,2025-10-16,0
100583,2523.36,On Financial Aid,584,2025-11-20T14:39:33.735778,2025-09-22,0
100584,4207.64,On Financial Aid,585,2025-11-20T14:39:33.735778,2025-10-05,0
100585,3269.97,On Financial Aid,586,2025-11-20T14:39:33.735778,2025-11-14,0
100586,3093.01,No Financial Aid,587,2025-11-20T14:39:33.735778,2025-11-15,0
100587,3442.34,On Financial Aid,588,2025-11-20T14:39:33.735778,2025-09-03,0
100588,2714.27,On Financial Aid,589,2025-11-20T14:39:33.735778,2025-09-26,0
100589,3443.16,No Financial Aid,590,2025-11-20T14:39:33.735778,2025-10-13,0
100590,4753.58,No Financial Aid,591,2025-11-20T14:39:33.735778,2025-10-29,0
100591,3691.73,On Financial Aid,592,2025-11-20T14:39:33.735778,2025-02-19,274
100592,3129.12,No Financial Aid,593,2025-11-20T14:39:33.735778,2025-10-21,0
100593,2984.24,On Financial Aid,594,2025-11-20T14:39:33.735778,2025-08-26,0
100594,2628.33,No Financial Aid,595,2025-11-20T14:39:33.735778,2025-11-03,0
100595,2768.6,No Financial Aid,596,2025-11-20T14:39:33.735778,2025-09-01,0
100596,1859.09,No Financial Aid,597,2025-11-20T14:39:33.735778,2025-09-09,0
100597,3172.89,No Financial Aid,598,2025-11-20T14:39:33.735778,2025-09-28,0
100598,2502.04,On Financial Aid,599,2025-11-20T14:39:33.735778,2025-09-05,0
100599,2796.9,On Financial Aid,600,2025-11-20T14:39:33.735778,2025-09-17,0
100600,4469.41,On Financial Aid,601,2025-11-20T14:39:33.735778,2025-10-03,0
100601,2606.87,On Financial Aid,602,2025-11-20T14:39:33.735778,2025-11-17,0
100602,2304.75,No Financial Aid,603,2025-11-20T14:39:33.735778,2025-09-20,0
100603,4566.62,On Financial Aid,604,2025-11-20T14:39:33.735778,2025-09-22,0
100604,3651.15,On Financial Aid,605,2025-11-20T14:39:33.735778,2025-08-29,0
100605,2442.15,No Financial Aid,606,2025-11-20T14:39:33.735778,2025-10-01,0
100606,4075.51,No Financial Aid,607,2025-11-20T14:39:33.735778,2024-12-26,329
100607,2250.48,No Financial Aid,608,2025-11-20T14:39:33.735778,2025-09-14,0
100608,3918.17,On Financial Aid,609,2025-11-20T14:39:33.735778,2025-09-04,0
100609,2197.09,No Financial Aid,610,2025-11-20T14:39:33.735778,2024-11-20,365
100610,2233.44,On Financial Aid,611,2025-11-20T14:39:33.735778,2025-04-25,209
100611,2017.36,On Financial Aid,612,2025-11-20T14:39:33.735778,2025-02-27,266
100612,1995.6,On Financial Aid,613,2025-11-20T14:39:33.735778,2025-09-04,0
100613,1414.01,No Financial Aid,614,2025-11-20T14:39:33.735778,2025-01-31,293
100614,2111.22,On Financial Aid,615,2025-11-20T14:39:33.735778,2025-11-02,0
100615,2561.06,No Financial Aid,616,2025-11-20T14:39:33.735778,2025-09-09,0
100616,2043.43,On Financial Aid,617,2025-11-20T14:39:33.735778,2025-10-27,0
100617,4017.18,No Financial Aid,618,2025-11-20T14:39:33.735778,2025-11-08,0
100618,5368.46,No Financial Aid,619,2025-11-20T14:39:33.735778,2025-11-11,0
100619,8150.11,No Financial Aid,620,2025-11-20T14:39:33.735778,2025-11-04,0
100620,6008.56,No Financial Aid,621,2025-11-20T14:39:33.735778,2025-11-14,0
100621,1275.43,No Financial Aid,622,2025-11-20T14:39:33.735778,2024-12-02,353
100622,3262.01,No Financial Aid,623,2025-11-20T14:39:33.735778,2025-02-20,273
100623,1938.64,No Financial Aid,624,2025-11-20T14:39:33.735778,2024-12-17,338
100624,2239.85,No Financial Aid,625,2025-11-20T14:39:33.735778,2025-11-12,0
100625,3488.47,No Financial Aid,626,2025-11-20T14:39:33.735778,2025-01-31,293
100626,1702.63,No Financial Aid,627,2025-11-20T14:39:33.735778,2025-08-29,0
100627,1293.6,On Financial Aid,628,2025-11-20T14:39:33.735778,2025-08-23,0
100628,7283.71,On Financial Aid,629,2025-11-20T14:39:33.735778,2025-11-03,0
100629,2238.96,No Financial Aid,630,2025-11-20T14:39:33.735778,2025-10-20,0
100630,5233.27,No Financial Aid,631,2025-11-20T14:39:33.735778,2024-11-23,362
100631,1965.81,No Financial Aid,632,2025-11-20T14:39:33.735778,2025-09-10,0
100632,3817.14,No Financial Aid,633,2025-11-20T14:39:33.735778,2025-11-14,0
100633,1913.08,No Financial Aid,634,2025-11-20T14:39:33.735778,2025-09-01,0
100634,2943.99,On Financial Aid,635,2025-11-20T14:39:33.735778,2025-10-02,0
100635,1346.93,No Financial Aid,636,2025-11-20T14:39:33.735778,2025-09-07,0
100636,1968.67,No Financial Aid,637,2025-11-20T14:39:33.735778,2025-09-16,0
100637,2464.53,No Financial Aid,638,2025-11-20T14:39:33.735778,2025-09-06,0
100638,1777.15,On Financial Aid,639,2025-11-20T14:39:33.735778,2025-08-25,0
100639,4165.73,On Financial Aid,640,2025-11-20T14:39:33.735778,2025-10-09,0
100640,1711.57,No Financial Aid,641,2025-11-20T14:39:33.735778,2024-12-16,339
100641,3100.99,No Financial Aid,642,2025-11-20T14:39:33.735778,2025-11-11,0
100642,1437.07,No Financial Aid,643,2025-11-20T14:39:33.735778,2025-11-16,0
100643,3950.25,No Financial Aid,644,2025-11-20T14:39:33.735778,2025-09-25,0
100644,3356.72,No Financial Aid,645,2025-11-20T14:39:33.735778,2025-01-21,303
100645,3877.21,On Financial Aid,646,2025-11-20T14:39:33.735778,2025-11-06,0
100646,4538.41,No Financial Aid,647,2025-11-20T14:39:33.735778,2025-09-20,0
